proposal_id;proposal_text;creation_datetime;nb_entailed_proposals;nb_contradictory_proposals;nb_votes_for;nb_votes_mixed;nb_votes_against;nb_args_for;nb_args_against;controversiality_nli;controversiality_votes;controversiality_args;label
98ae0f41-0ad1-11ea-ac8c-0242ac110002;REVENU UNIVERSEL D’ACTIVITÉ (bonne idée ou usine à gaz ?). Sacré nom d'une pipe, mais qu'est-ce qu'il prend à notre cher Président de se lancer dans une telle aventure ?  En effet, alors qu'il n'y a aucune demande pour révolutionner le système, et que n'y 	- les partis politiques, 	- les syndicats, 	- les associations, 	- les travailleurs sociaux, 	- les simples citoyens, ne demandent quoi que ce soit, nous voici face à la plus belle série d'injonctions contradictoires qu'on ait jamais vue sous la Ve République.  Il s'agit en effet, soit disant...,  	- de simplifier le système pour permettre à tous les allocataires de rentrer dans leurs droits,       sans augmenter le déficit de l’État, 	- de faire diminuer le chômage sans que personne ne soit lésé.  Bonne chance !!! Alors comment faire, et est-ce seulement possible de créer ce Revenu Universel d'Activité.  Le gros problème c'est que je n'aime pas beaucoup l'intitulé même de cette allocation. Universel et activité, cela ne va pas ensemble.  UNIVERSEL On nous dit que ce revenu doit être Universel, ce qui sous-entend que tout le monde peut y prétendre. Universel peut aussi signifier que le public concerné pourra y prétendre dans tous les cas, donc sans conditions.  ACTIVITÉ Cependant la présence du mot activité dans le titre de l'allocation sous-entend qu'il y aura l'obligation d'une activité si vous voulez percevoir votre allocation.  Ce n'est pas moi qui parlais d'injonctions contradictoires ?  LA MISE EN ROUTE Je pense avec effroi au premier jour où cette allocation entrera en vigueur. On nous dit que potentiellement elle pourrait concerner plus de 10 millions d'allocataires. J'imagine donc tous ces gens se précipitant au guichet de leur caisse de sécurité sociale ou d'allocations familiales, pour y demander des explications sur une allocation qu'ils ne comprendront pas. Les files d'attente risquent d’être longues, l'exaspération guettera, ce que les fonctionnaires appelleront incivilités ou agressions. Pour faire passer 10 millions de personnes qui risquent de revenir plusieurs fois, il faudra des années.  RISQUE SOCIAL, RISQUE POLITIQUE Après les remous provoqués par les gilets jaunes pour une simple question de pouvoir d'achat, le Président de la République semble être prêt à remettre le couvert. En effet, si ce n'était pas pour faire des économies, donc de nombreux perdants, à quoi ce chamboule-tout rimerait-il. Comme dit la comique «On ne nous dit pas tout». Mais en plus d’être insincère sur le but final de cette réforme, apparaît aujourd'hui une volonté moraliste et infantiliste, où l'on doit traiter les allocataires comme des enfants à qui l'on explique que pour recevoir des prestations il faut les mériter. N'est-ce pas un beau rétablissement de l'ordre moral. Mais attention quand la morale l'emporte, la liberté recule. Je pensais, naïvement, que nous vivions dans une société de droit, et non pas de morale. Je croyais que nous étions libres de penser et de faire ce que nous voulions, tant que nous respections la loi, et bien non, maintenant il faut le mériter.  Autrement dit : 	- Pour percevoir l'APL il faudra la mériter, sinon à la rue. 	- Pour percevoir l'AAH il faudra la mériter. 	- Pour percevoir les allocations familiales, il faudra les mériter.  Pensez-vous que les citoyens accepteront sans broncher de se faire traiter ainsi...? Ils se vengeront! Et des urnes sortira ce qu'il devra en sortir!  Faut-il alors ouvrir la fameuse boite à maléfices, la boite de Pandore ? Ce qui sera en l'occurrence une boite à claques !  LE REVENU UNIVERSEL D'ACTIVITÉ EST-IL SÉCABLE EN 2? Le gros problème du Revenu Universel d'Activité est la conditionnalité à une activité. En effet, il y a tellement de cas particuliers qu'il paraît aléatoire d'imposer la contrainte d'une activité à la délivrance d'une allocation.  Quel rapport entre;;22;22;0;0;0;0;0;1.0;-1.0;-1.0;general questioning
accc0c26-fa9b-11e9-bb9d-0242ac110002;Salaire mensuel universel individuel. Je pense qu'un revenu dit universel doit être simple, individuel et pour tous sans aucunes conditions ion ou restrictions d'accès (sauf peut être avoir 16 ou 18 ans) Une sorte de compte bancaire du citoyen crédité d'un montant unique quelque soit sa situation et ne pouvant être utilisé que pour des dépenses de premières nécessité.. (eau, nourriture, énergies. Etc...) Un montant ou système de crédit non monaiiable, non transférable ou échangeable. ;2019-10-29 23:30:00;36;36;2;1;0;0;0;1.0;-1.0;-1.0;universal salary/basic needs support
0bdd4f7e-f6fd-11e9-bb9d-0242ac110002;Etre plus ambitieux et plus réaliste, face aux véritables enjeux de la société. Avec l’évolution des technologies, il y a lieu maintenant de tenir compte du fait que le plein emploi n’est plus une nécessité économique. Des moyens humains limités sont suffisants pour subvenir aux besoins fondamentaux de la population, et l’emploi n’est plus le seul marqueur de la reconnaissance sociale. Il faut donc repenser le mode de répartition des richesses, dans l’esprit des valeurs de la République : Liberté, Egalité, Fraternité. La pierre d’angle de ce nouveau système est l’instauration d’un « Revenu Universel », déconnecté de « l’activité ».Dans ce système, le montant du revenu de base est calculé par une instance indépendante, sur la base du budget familial nécessaire et suffisant, pour subvenir aux besoins humains élémentaires : nourriture, vêtements, logement, hygiène, fournitures scolaires… (hors frais de santé, puisque ceux-ci sont pris en charge par ailleurs : voir plus loin). J’estime que ce montant mensuel pourrait être aujourd’hui de l’ordre de 1200 euros pour une personne seule, 1800 euros pour un couple, avec une majoration de 200 à 400 euros par enfant, selon leur âge. Les autres besoins (culture, loisirs…) sont financés en tout ou partie par les ressources complémentaires provenant du travail ou du capital. Le revenu de base est versé systématiquement et inconditionnellement à chaque famille, chaque mois, par un « Fonds National de Garantie du Revenu » (FNGR), géré par l’Etat (à l’image de l’actuelle gestion de l’impôt sur le revenu, mais avec un flux financier inversé).Le FNGR est alimenté par les contributions des entreprises privées, basées sur le coût du travail, et par le budget de l’Etat. Dans les entreprises privées, pour chaque poste de travail, il est calculé un coût global correspondant au montant de la charge économique actuelle (salaire, congés payés, charges sociales et taxes sur salaires comprises). Une première fraction de cette somme est versée directement au salarié, à titre de « complément de rémunération », lié au travail effectivement fourni. Une étude globale des équilibres de la nouvelle économie est à réaliser pour en déterminer le quantum, qui me parait pouvoir s’établir dans une fourchette de 10 à 25 % du coût global (pour mémoire, le montant net versé au salarié en représente aujourd’hui à peine la moitié). Le solde est intégralement versé au FNGR.Dans les services publics, seul le « complément de rémunération », tel que défini ci-dessus, est versé au personnel. Puisque le solde du coût du travail n’est pas reversé au FNGR, leur budget sera, à effectifs constants, significativement inférieur à ce qu’il est aujourd’hui (voir ci-après les conséquences à en attendre sur le budget de l’Etat).Pour éviter la porosité entre les comptes des ménages et les comptes des entreprises, il est nécessaire de supprimer les statuts d’entrepreneur individuel et de profession libérale indépendante. Toute activité, économique ou de service public, doit s’exercer sous couvert d’une entité juridique distincte, dotée de la personnalité morale, qui rémunérera justement le travail de tous ceux qui y participent, dirigeants compris, dans les conditions fixées ci-dessus. Cette entité juridique sera publique pour tout ce qui concerne les besoins collectifs essentiels (santé, éducation, transports collectifs…). Ces services sont gratuits. La seule ressource de cet organisme sera donc une dotation globale annuelle de l’Etat, négociée sur la base des besoins réels constatés dans le champ de son activité.Pour ce qui concerne l’économie marchande, les budgets restant les mêmes, les prix resteront sensiblement ceux qu’ils sont aujourd’hui. Ces services seront assujettis à la Taxe sur la Valeur Ajoutée, selon des taux à revoir en fonction des équilibres de la nouvelle économie. Certains besoins collectifs, utiles mais non indispensables (culture, aides à la personne…), seront assurés par des organismes privés ou publics subventionnés, afin que le prix demandé à l’utilisateur reste abordable. Le développement et l’amélioration des transports collectifs contribue à restreindre l’usage des véhicules individuels. Le prix de ces véhicules sera significativement augmenté pour en rendre l’achat dissuasif. En contrepartie, lorsque l’usage en sera indispensable (en raison d’un handicap, d’un usage professionnel constant…), l’achat sera subventionné par le système de santé, ou l’employeur, selon le cas. Les dépenses de survie et de santé étant déjà financées, tous les systèmes d’assurance santé, de prévoyance et d’assistance (Sécurité Sociale, caisses de retraite, assurance chômage, fonds d’aide, allocations diverses et variées) sont supprimés. Pour éviter une variation importante de leur niveau de vie, et respecter l’équité, le revenu de base des retraités versé par le FNGR sera majoré, en fonction du montant des « compléments de rémunération » perçus tout au long de leur vie active au titre de leur travail (mode de calcul à définir). En contrepartie, tout cumul emploi-retraite est strictement interdit. Les équilibres du budget de l’Etat sont sensiblement bouleversés. En recettes, la Taxe sur la Valeur Ajoutée et les impôts fonciers sont conservés. L’impôt sur les profits des entreprises (après rémunération du travail et du capital) est porté à 50% ou plus. De nouvelles ressources proviennent aussi de la réforme nécessaire des droits de succession. En effet, le patrimoine financé par les fonds publics du FNGR ne peut faire l’objet d’une transmission et doit revenir à l’Etat. Pour le reste, une augmentation substantielle des droits de succession peut également intervenir, afin de tendre vers l’égalité entre citoyens. En revanche, l’Impôt sur les Revenus du travail et des pensions de retraite est supprimé, sauf à instaurer un écrêtement des « compléments de rémunération », en cas de cumul d’emplois. L’impôt sur les revenus du capital (locations immobilières, produits de placement, dividendes et profits des entreprises...) est forfaitisé (25 % ??) et prélevé à la source. Reste à envisager les modalités d’assiette et de calcul d’un éventuel impôt sur la fortune. Les dépenses de l’Etat incluent la dotation d’équilibre du FNGR, et la prise en charge du fonctionnement de tous les organismes publics, dont le budget de frais de personnel aura été significativement allégé (voir plus haut). Des économies d’échelles sont réalisées par l’unification et la rationalisation des structures de la santé et de l’éducation (disparition des secteurs privés), et la disparition de nombreuses organisations administratives devenues caduques (Sécurité Sociale, Pôle Emploi…). Les variables d’ajustement du Budget de l’Etat sont essentiellement le taux de la Taxe sur la Valeur Ajoutée, le niveau du « complément de rémunération » des travailleurs, le taux de l’impôt sur les profits des entreprises, celui de l’impôt sur les revenus du capital des particuliers.;2019-10-25 09:57:00;29;29;11;2;2;1;1;1.0;-1.0;-1.0;rua value/basic needs support
f1fd5d03-f4d9-11e9-bb9d-0242ac110002;"Résoudre les problèmes de logements, retraites voire chômage grâce au Revenu Universel d'Activité. L'idée d'un Revenu Universel d'Activité est une bonne idée si elle est crédible et si l'on ne fait pas les choses à moitié. Pour être efficace le Revenu Universel d'Activité doit être d'un montant conséquent et accessible à une grande majorité (tout ceux en dessous du salaire médian par exemple)Dans ces conditions le Revenu Universel d'Activité permettrait de régler le problèmes des logements. L'Etat deviendra caution des loyers en prélevant directement sur un Revenu sur, celà rassurerai les propriétaires qui aujourd'hui ne louent que sous des conditions abusives (CDI 3 fois le loyer en revenu+ caution +  garant...) et ce même pour de simples studios Régler le problèmes du logement permettrait la réinsertion de certaines personnes en difficultés Un Revenu Universel d'Activité en guise de complément retraite L'idée d'un Revenu Universel d'Activité ""universel"" permettrai également aux salariés d'avoir le luxe de choisir et de ne plus subir. De ce fait les emplois pénibles (n'en déplaise à certains), sous payés, serait délaissé et les employeurs n'auraient 'autres choix que de revaloriser ses emplois soit par les conditions soit par le salaire. Un employeur qui ne tient plus ses salariés par la peur de la précarité est un employeur qui respectent le code du travail et le salarié.Un salarié qui n'as pas peur du lendemain est un salarié qui choisit et donc aime son travail et par conséquent un salarié plus productif. Un Revenu Universel d'Activité permettrait une meilleure équité sociale , la fin des sans abris (qui est d'ailleurs un engagement de notre président).Le tout avec une influence positive évidente sur économie. Le Revenu Universel d'Activité oui mais sous conditions (Etat garant au besoin et non tuteur)";;18;18;3;1;0;0;0;1.0;-1.0;-1.0;basic needs support/rua for everybody without conditions
7e923db3-ef23-11e9-bb9d-0242ac110002;"des termes clairs. un revenu universel d'activité suppose de pouvoir exercer une"" activité"", non? Si déjà on précisait la nature des termes afin de ne pas en profiter pour exclure ceux qui ""bizarrement"" ne correspondraient pas aux termes exacts: je crains une nouvelle manœuvre comptable qui fabriquera encore plus d'exclusion!";2019-10-15 10:12:00;29;29;2;0;0;0;0;1.0;-1.0;-1.0;terminology
67059f77-ea99-11e9-bb9d-0242ac110002;Reconnaître la fibromyalgie comme une maladie en France. Ne pas considerer les handicapés dans ce dispositif.. Atteinte de fibromyalgie reconnu par l'oms et non en France je me déplace en fauteuil roulant je ne suis pas reconnue en ald (cpam) ni percoit de l'Allocation aux Adultes Handicapés. C'est une maladie invalidante et toute la famille subit. Je suis reconnue Travailleur handicapée. Je n'ai plus de force physique.  Et je ne suis pas la seule dans cette situation. Je vous demande de ne pas considérer les personnes souffrant d'handicap comme toute personne valide. Il y a une tres grande différence. ;2019-10-09 15:33:00;45;45;23;3;3;1;1;1.0;0.2592592592592592;-1.0;disability allowance
5ab5fd86-0b37-11ea-ac8c-0242ac110002;Il faudrait accorder des chèques alimentaires que les personnes puissent utiliser pour acheter à manger.. Le principe des épiceries sociales est intéressant (donner ou vendre à prix très réduits des invendus) mais est généralement soumis à chantages. Pour pouvoir se nourrir, le pauvre doit par exemple participer à des ateliers débilitants oû on lui apprend à cuire un steack. Donc il faudrait des épiceries sociales, accessibles sur la contrepartie unique de la limite financière, comme ce que proposent les restos du coeur, qui ne cherchent pas à détruire les gens comme le font les travailleurs sociaux qui gèrent les épiceries.;2019-11-20 02:44:00;17;17;0;0;0;1;0;1.0;-1.0;-1.0;basic needs support
769c8caa-f0a9-11e9-bb9d-0242ac110002;"Pourquoi je ne participerai pas à ce débat.. Lorsque les historiens parleront de ces premières versions du Revenu Minimum qui fleurissent dans le monde, ils en diront "" Le défaut qui les a plombées est d'avoir été envisagées, perçues et construites comme la suite des minima sociaux, lesquels sont eux-mêmes vus comme un prolongement de l'assurance chômage, c'est à dire selon un principe travail contre revenu"". Le revenu de base est une concept qui invite à remodeler en profondeur notre relation au travail, et plus largement, à la participation de l'individu au projet social. Il invite à refonder le contrat social, pour que les individus s'y engagent par passion et avec toute leur motivation. C'est un acte de foi républicaine. Au lieu de cela, nous allons mener un débat sur ""qui travaille assez chez Pôle Emploi pour mériter le Revenu de Solidarité Active"", qui pourrait être ""au pire"" un premier pas vers le monde décrit dans le film Soleil Vert. Ainsi, à ce titre, ""encourager la reprise d'activité"" est-elle une mesure typique de l'ancien système, un mantra du catéchisme de ""réintégration"" qui se traduit par ""rentrer à nouveau de force des gens dans un système qui ne cherche qu'à les en éjecter"". Essayer de faire survivre les systèmes moribonds, c'est ce qu'on tente pendant que lèvent les nouvelles pâtes. J'espère en l'avenir, mais je ne participerai pas à ce débat, il est trop tôt, nous ne sommes pas prêts pour le revenu de base, nous venons à peine d'arrêter le fouet. En plus, ce projet va s'inscrire historiquement dans un temps de récession grave. S'il n'est pas réservé à une société prospère, disons que sa mise en place eût été facilitée dans un tel contexte. A ce propos, n'oubliez pas les remarques ""contre"" le RdB, elles sont loin d'êtres toutes ennemies du peuple. Nous allons donc rater ce projet, mais il contiendra les premières versions de ce qu'on remettra sur le métier. A ce titre, je le salue, tout en regrettant qu'on n'ait pas le courage de prendre les vraies décisions, c'est à dire remettre à plat le contrat social, dans tous ses aspects, notamment politique. Ce que nous allons voir c'est à quel point le concept de revenu de base va déterrer profond nos divergences de vues sur ce point. Il y a eu l'esclavage, il y aura le RdB, qui est un droit à construire une vie épanouie dans la confiance mutuelle, non une obligation à choisir son mode d'exploitation dans la défiance de l'arnaque aux prestations. En attendant, bonne empoigne, et toutes mes amitiés.";2019-10-17 08:43:00;12;12;4;0;2;2;2;1.0;-1.0;-1.0;universal salary/general questioning
15910cbc-095f-11ea-ac8c-0242ac110002;"encourager la reprise d' activité. Ce qui définit le handicap est précisément une incapacité a assumer pleinement une activité . Donc intégrer l ' Allocation aux Adultes Handicapés à un Revenu d' Activité est un contre sens profond . C' est créer une unicité de situation entre des personnes qui connaissent des problématiques très différentes . C' est aussi stigmatiser ceux qui portent un handicap en mettant en exergue la limite de leur employabilité . N 'en souffrent ils pas assez pour éviter qu' on ajoute à leur difficulté d' être ?On peut se faire plaisir en simplifiant ""sur le papier"" mais on créera bien plus de problèmes qu' on en résoudra .Par contre une réflexion utile peut être développée sur l ' accompagnement spécifique de ces personnes , à l' emploi, mais à condition de rester dans un cadre propre à leur problématique.";2019-11-17 18:24:00;25;25;0;0;0;0;0;1.0;-1.0;-1.0;disability allowance/rua for people actively seeking employment
92443ff2-0a40-11ea-ac8c-0242ac110002;financement par création monétaire. Actuellement, la création monétaire est faite par des banques privées, uniquement sous forme de dettes, et ne sert plus qu'à financer la spéculation. Si l'état reprenait le pouvoir de création monétaire qu'avaient les rois autrefois, il serait possible que cette création serve cette fois l'économie et que l'argent créé soit donné (et non pas prêté) à ceux qui le méritent, ceux qui produisent pour la collectivité.Le revenu universel entre bien dans cette catégorie car il représente un minimum vital forcément complètement dépensé. Il permettrait donc une simplification de toutes les aides sociales sans impôt supplémentaire nécessaire.;2019-11-18 21:18:00;14;14;1;0;0;0;0;1.0;-1.0;-1.0;financing
